1,TargetSeq_for_eTALED_egineering_samle_1,ND1,TargetSeq_for_eTALED_egineering_samle_1,ND51,TargetSeq_for_eTALED_egineering_samle_1,ND53
2,TargetSeq_for_eTALED_egineering_samle_2,ND1,TargetSeq_for_eTALED_egineering_samle_2,ND51,TargetSeq_for_eTALED_egineering_samle_2,ND53
3,TargetSeq_for_eTALED_egineering_samle_3,ND1,TargetSeq_for_eTALED_egineering_samle_3,ND51,TargetSeq_for_eTALED_egineering_samle_3,ND53
4,TargetSeq_for_eTALED_egineering_samle_4,ND1,TargetSeq_for_eTALED_egineering_samle_4,ND51,TargetSeq_for_eTALED_egineering_samle_4,ND53
5,TargetSeq_for_eTALED_egineering_samle_5,ND1,TargetSeq_for_eTALED_egineering_samle_5,ND51,TargetSeq_for_eTALED_egineering_samle_5,ND53
6,TargetSeq_for_eTALED_egineering_samle_6,ND1,TargetSeq_for_eTALED_egineering_samle_6,ND51,TargetSeq_for_eTALED_egineering_samle_6,ND53
